11990:17,302,654,76,616,58,8,866,84,29
9680:205,4825,3006,9722,8700,3576,64350,114009,84746,112551
32123:17,302,654,76,616,58,8,866,84,29
24580:17,302,654,76,616,58,8,866,84,29
41399:32573,76659,40956,46187,65231,32345,38202,27737,16491,114378
1745:1382,1133,6450,7989,30461,16474,13770,72732,108239,9501
24581:205,1220,4542,5176,3006,98,30816,28798,16005,29810
1746:45,1220,2655,14026,2665,16251,38824,44551,33821,26625
13470:17,302,654,76,616,58,8,866,84,29
32819:17,302,654,76,616,58,8,866,84,51687
32823:38024,35607,99682,112213,51990,65854,23435,112441,46250,6670
11968:15,1987,1960,3632,5260,61889,31116,27317,75181,45042
32822:17,302,654,76,616,58,8,3157,99851,29003
19065:17,302,654,76,5741,26376,16935,17426,1310,34309
19062:1220,4542,86,244,9210,28920,35430,23439,11322,11766
8144:17,302,654,76,76,719,1790,8252,5242,32408
19069:1069,962,4542,288,3006,98,8012,11503,11355,32663
8141:205,4542,86,7869,244,5176,11355,16149,27336,118054
11962:650,238,3223,6545,7011,11887,14508,67781,108328,113158
33621:17,302,654,76,616,58,8,96010,53672,4117
19950:17,302,654,76,616,58,8,866,84,29
14590:650,1476,3,1220,4181,7869,1021,917,5702,92727
14591:1220,4542,11,220,2223,19458,63311,20061,73975,31708
28386:1069,205,1693,86,140,3929,7546,25173,12958,25675
19070:17,302,654,76,616,58,8,866,84,29
13466:205,1693,1220,962,86,3929,5176,12776,3971,20835
9668:650,1276,205,1220,4542,220,1176,11307,9349,14431
13467:86,1065,1302,2480,24211,6098,57346,98183,113806,70991
11979:1276,4542,220,2223,5812,43310,11355,1618,43350,25556
8137:205,3929,9210,3188,5710,80125,96074,40985,65273,26457
13464:17,302,654,76,616,58,8,866,84,29
9666:17,302,654,76,398,11644,2934,9629,10158,31823
9665:17,302,654,76,616,58,8,866,84,29
8134:17,302,654,76,616,58,91279,8331,105057,57519
13469:650,86,1231,220,3006,3613,15487,8012,10300,1976
32817:17,302,654,76,616,58,8,866,84,29
22436:1069,205,1460,3929,6395,13296,9319,7428,34379,30191
48935:17,302,654,76,616,58,8,866,84,29
8130:17,302,654,76,616,58,8,866,84,29
22431:17,302,654,76,616,58,8,866,84,29
11972:17,302,654,76,616,58,8,866,84,29
32105:650,1276,1069,205,1693,1231,288,244,3190,57488
22430:1693,1220,244,13296,5710,15359,38940,60466,120885,21251
32104:17,302,654,76,616,58,8,866,84,29
25137:17,302,654,76,616,58,8,866,84,29
30721:17,302,654,76,616,58,8,866,84,29
32871:205,1220,4542,5176,9210,15487,28362,12886,11322,44128
24631:1131,535,375,6379,2852,6088,15255,12301,39312,43413
38648:594,3008,18239,20938,5195,30948,5232,47702,105389,36862
18365:17,302,654,76,616,58,8,866,84,29
38645:81,5398,10316,17567,3672,10438,9857,10154,25317,66220
32879:17,302,654,76,616,58,8,866,84,29
24639:17,302,654,76,616,58,8,866,84,29
18360:1957,3867,2073,3929,2995,152,15928,12773,76659,123250
36:1276,4542,86,220,5812,43310,11355,43350,25556,45930
15625:17,302,654,76,616,58,8,866,84,29
21207:17,302,654,76,616,58,8,866,84,29
15621:1276,135,175,9237,78582,44945,671,33866,72207,102321
37:4542,3006,6678,28362,3188,3971,80125,95244,14615,83965
4519:238,162,1405,3329,4275,8308,18722,36434,37468,25208
43:535,1435,10316,12776,14174,5812,61344,78582,102094,81158
42:86,1231,220,3929,9885,22518,26421,45459,65515,11322
41:1069,205,3929,9210,7849,13296,1649,56176,91912,113616
28321:8,289,398,1957,2602,3527,41664,47781,98799,109217
4517:1069,205,533,2734,3613,7546,7849,15097,112551,49691
4514:3,205,4919,2223,6548,2000,7981,27635,14086,46247
30712:17,302,654,76,616,58,8,866,84,29
24643:17,302,654,76,616,58,8,866,84,29
25127:17,302,7514,502,17581,5107,6575,53337,18492,12760
24642:17,302,654,76,616,58,8,866,84,29
37588:17,302,654,76,616,58,8,866,84,29
17792:17,302,654,76,616,58,8,866,84,29
24647:1276,3613,3232,17934,32825,16976,80417,37494,101303,100385
24649:4697,535,220,4816,3006,14003,9722,15487,24530,45659
15631:17,302,654,76,616,58,8,866,84,29
4507:76,564,736,4017,6249,5022,5729,10749,19907,18113
37585:17,302,654,76,616,58,8,866,84,29
17798:17,1119,1164,2110,4320,3955,7590,4727,68070,96349
15609:162,901,726,7869,2223,3753,8700,17665,89991,37454
21220:17,4755,1352,1527,3107,4825,3172,80161,21958,67660
15608:17,302,654,76,616,58,8,866,84,29
18384:17,302,654,76,616,58,8,866,84,29
44416:650,1276,1804,205,1220,4697,4825,4374,1266,87913
19:17,302,654,76,616,58,8,866,84,29
44418:568,1382,962,1355,2492,10934,46610,18963,93806,76001
15601:81,2030,3144,1402,2031,5407,5262,21535,18357,53441
15600:17,302,654,76,616,58,8,866,84,29
18:1136,2429,18,7905,27705,15122,6773,32205,24164,85564
15604:568,1190,5553,10100,4410,19740,7803,106287,62706,91211
25153:650,45,1804,205,1220,4181,86,348,10600,14003
30739:81,1970,3718,21110,7544,18685,10464,13088,121179,35266
38661:17,302,654,76,616,58,8,866,84,29
30738:650,1276,4542,1231,2655,924,2499,28362,25526,62734
24669:81,5767,2880,4825,3172,2683,23884,28729,106146,111696
24668:3,812,98,26421,61631,36585,21695,71228,23846,25369
25147:162,1239,1476,966,596,10048,6862,4047,29508,19981
24664:17,302,654,76,616,58,8,866,84,29
55879:650,1069,1693,11326,24498,18057,18020,108678,23670,21539
11910:17,302,654,76,616,58,8,866,84,29
11913:1220,962,244,9210,18062,9319,35430,63612,101406,11766
15666:17,302,654,76,616,58,8,866,84,29
13525:17,302,654,76,616,58,8,866,84,29
31321:2275,3977,1176,18580,13051,14404,68282,39089,56658,4810
16799:4825,2655,12632,9597,65515,1873,16833,16005,70959,71652
13526:2414,1460,4372,2337,3142,352,9847,7623,18409,96947
21246:17,17,302,654,76,616,58,568,2326,76916
30764:205,533,9210,9657,601,3188,14031,90199,119691,101406
18322:650,262,103,1276,4542,342,2880,3107,39193,116564
30767:84,650,94,119,4993,15772,29521,23609,68937,86866
4562:62,596,375,967,4604,7608,22115,15005,121627,123109
25171:45,1937,3223,11,7869,21556,10884,45958,38796,86083
22373:17,302,654,76,616,58,8,866,84,29
25172:17,302,654,76,616,58,8,866,84,29
22372:17,302,76,709,347,729,9043,6165,29719,108427
17749:650,1804,4697,375,3929,4816,3309,19712,4742,11984
16796:17,302,654,76,2275,10451,14670,19968,41595,111867
9613:650,1276,96,3,1460,86,1231,288,8012,50804
13533:17,654,1446,373,7885,16710,24632,29878,112578,115084
9612:205,1220,4542,3929,244,3613,11307,14431,79409,103894
13530:17,302,654,76,44,6088,5403,72384,94441,71212
69:1069,205,1460,140,10247,9319,14841,53779,44909,48361
13534:17,302,654,76,616,58,8,11576,17744,42665
13535:17,302,2548,4755,840,1352,8069,5627,27094,4140
21259:654,361,199,2024,7959,5812,7497,43493,19458,56921
18311:262,103,5111,20411,17934,3361,5618,32815,74845,42117
17753:361,901,199,4753,38604,15245,22331,14689,19700,45441
32076:17,302,654,76,616,58,8,866,84,29
21256:199,3824,105,14026,32433,7284,42803,102055,36039,19399
22388:17,302,654,76,616,58,8,866,84,29
43865:2140,4364,7048,1606,24694,39882,83501,64340,111075,107897
4543:262,162,1276,1451,1829,19791,688,13246,30471,1714
22382:17,302,654,76,616,58,8,866,84,29
18316:901,61187,59774,89880,26538,48626,44920,36535,34467,6035
32072:17,302,654,76,616,58,8,866,84,29
15671:17,302,654,76,616,58,8,866,84,29
70:1804,966,4181,311,1806,4900,8134,13912,41645,68279
9606:1131,11524,359,11326,11492,22285,47266,31194,72889,118615
16776:84,650,568,3,591,1937,441,15583,2571,118142
31345:654,8,81,301,1405,2602,3071,114098,54930,93335
16775:3309,14508,12637,25114,3041,35731,74725,104391,120791,74052
13504:1276,2500,135,2833,9657,10020,9237,6771,8719,112613
59:1276,1804,4542,86,6943,6379,3619,17934,17648,97661
24617:17,302,654,76,616,58,8,3137,3309,33989
15648:1451,311,4671,7622,9435,20442,857,3695,17967,11737
24618:12722,11718,16956,49424,2095,46426,25382,38675,27505,68254
28306:238,2259,25271,15575,3548,45461,58052,1272,87178,103788
21266:17,17,302,654,76,616,58,3234,22566,60822
11105:205,533,9210,9657,601,3188,14031,90199,119691,101406
22399:262,6379,5111,27291,12637,22266,110275,24998,106092,86110
8097:17,302,654,76,616,58,8,866,84,29
13506:17,302,654,76,616,58,8,866,84,29
32893:17,302,654,76,616,719,661,1867,9531,78407
53643:205,1220,533,4825,3006,3613,9722,114009,112551,49691
31348:17,302,654,76,616,58,8,866,84,29
4537:1276,1476,4697,962,4542,4816,8231,3378,25777,78740
8090:654,84,1102,138,568,1937,675,1567,699,38237
41301:17,302,654,76,53529,22018,80357,103264,68052,73498
22392:17,302,654,76,616,58,8,866,84,29
41300:17,302,654,76,616,58,8,866,84,29
28300:650,1276,205,1220,86,1231,30301,11307,37240,76932
41302:17,302,654,76,616,58,8,866,84,29
60:205,1693,962,4542,86,3929,1021,3613,7471,115232
15640:1957,2268,11973,974,9045,8694,18359,13901,42176,24370
15654:45,1804,535,348,220,2068,2655,10316,4604,60155
31355:17,302,654,76,616,58,8,866,84,29
31356:4697,4181,86,220,6943,3006,15487,29391,1976,61361
45:8384,3613,4347,31315,3550,90026,84827,112210,111637,103741
13511:568,901,2868,5182,317,3563,18062,9635,67840,82394
44:205,1220,4542,86,3929,244,5176,3006,21171,56729
11118:17,302,654,76,616,58,8,866,103365,21018
31352:17,302,654,76,616,58,8,866,84,29
46:4542,5176,3006,12776,7849,15487,8700,12886,57911,4663
24623:17,302,654,76,616,58,8,24547,26176,48613
4530:34971,73404,10725,41778,41207,110711,30912,78355,46379,121944
18334:17,302,654,76,616,58,8,866,84,29
38616:650,1220,2223,244,2655,9210,5702,11326,35430,11766
11110:650,1276,1804,3,1220,4374,10316,21469,6420,87286
17779:205,533,9210,9657,601,3188,14031,90199,119691,101406
18337:17,302,302,654,76,76,616,6,486,30
25189:650,1220,2223,244,2655,9210,5702,11326,35430,11766
21272:4825,10041,6434,8848,16174,11725,26749,144,26254,24235
41310:17,302,654,76,616,58,8,1276,2669,6840
25183:103,1065,6157,3929,1631,10316,19188,12536,11256,2545
4522:4542,6678,20442,8455,55415,66746,59109,70654,52391,112745
25181:17,302,654,76,27943,88347,92231,34243,8325,102709
26262:48270,102591,10933,75132,100294,26633,71833,41729,35599,40607
26263:17,302,654,76,616,58,8,866,84,29
488:650,1276,1693,1220,86,2223,244,18057,25410,33676
37515:205,533,9210,9657,601,3188,14031,90199,119691,101406
42309:17,302,654,76,616,58,8,866,84,7440
14619:4755,2492,20806,3328,16923,14462,56692,58940,87688,100760
37516:1069,205,3929,6395,13296,9319,7428,34379,30191,12497
23464:17,302,654,76,616,58,8,866,84,29
23465:17,302,654,76,616,58,8,866,84,29
10820:3952,18280,64104,28525,66760,102055,36039,45368,48277,44923
20507:650,103,535,5176,20442,22108,71322,64712,71272,54596
29458:168,10292,45388,24733,32441,89822,120393,22841,105597,58433
14613:1804,348,3632,3006,7849,7889,4678,94028,105000,104979
14615:17,302,654,76,616,58,8,866,84,29
10807:5176,10316,43310,8700,24335,26821,5526,60825,60100,72249
31371:650,1276,3,1693,1220,86,2655,37240,1618,82095
26250:17,302,654,76,616,58,8,866,84,29
17716:17,302,654,20091,20403,25956,33075,75817,34042,1718
4588:205,7869,5176,601,9885,4466,15424,50517,77483,28812
476:1804,205,7869,1435,601,4466,15424,26249,50517,77483
14629:17,302,598,2026,8735,1810,16941,15098,24711,14170
45936:1435,3214,12776,3309,14761,5812,102094,81158,90909,94366
7410:348,14026,3309,14174,24335,4682,85594,111079,83538,12452
37501:17,302,654,70,226,500,40197,24481,64030,101985
44484:650,840,1460,11,375,6315,43310,42693,30466,16207
40215:262,2880,6379,5111,27291,12637,22266,110275,106092,86110
7414:301,162,1476,6691,3169,19877,8680,6278,21494,107206
26288:17,302,654,76,616,58,8,866,84,29
34293:17,302,654,76,616,58,8,866,84,29
34292:17,302,654,76,616,58,8,866,84,29
7419:901,168,4372,463,7994,2833,7544,19530,13012,119391
37530:65,931,119,1539,410,25725,41668,18251,108419,48239
4578:1069,205,3929,6395,13296,9319,7428,34379,30191,12497
25702:2733,1190,3527,3977,14003,5421,19552,1837,12890,70461
45016:1276,3613,3232,17934,32825,16976,80417,37494,101303,100385
10801:650,1069,1693,11326,24498,18057,18020,108678,23670,21539
25704:17,302,654,76,616,58,8,866,84,29
31386:17,302,654,76,616,58,16583,36187,50119,104454
15690:568,7146,20213,6690,60548,15884,32577,18445,49647,27631
40226:17,302,654,76,616,58,7556,28472,16789,58932
94:1069,205,1460,533,3929,83175,4678,66361,60761,110502
29468:17,302,654,76,616,58,8,866,84,29
40229:17,302,654,76,616,58,8,866,84,29
29465:17,302,654,301,1558,1089,2769,13342,35632,48211
2799:901,535,2068,3214,998,18124,3373,2492,7497,35998
7429:17,302,654,76,616,58,8,866,84,29
23498:17,302,654,76,616,58,8,866,84,101816
37523:17,302,654,76,616,58,2967,32448,52499,9599
494:650,1276,1069,3,86,1205,5176,9885,15424,44380
37521:17,302,654,76,616,58,8,866,84,29
17731:17,302,654,76,616,58,8,24547,83875,21666
7433:45,4181,348,3929,2316,12536,1178,80260,73428,25507
45009:591,36989,27245,74758,48618,10848,67071,81800,21538,107489
490:45,1804,4542,2073,3929,5176,1266,5702,18062,104592
25719:45,1276,205,1205,3006,4604,12776,98625,92391,112718
14601:17,302,654,76,616,58,16903,37415,110399,74319
25716:1402,11,11146,9594,13448,45419,23827,99896,36179,79696
42313:17,302,654,76,616,58,8,866,84,29
42310:17,302,654,76,616,58,8,866,84,29
38685:17,302,654,76,616,58,8,866,84,29
29491:45,4697,4181,11,2073,244,9210,1318,9505,83659
38686:8384,6247,3941,30062,9414,64485,46663,50492,54076,60187
38684:17,302,654,76,616,58,8,866,84,29
29497:1069,205,962,86,17769,17502,32170,97896,78653,122534
16714:650,205,348,11,1231,359,2028,16845,41162,78127
16710:45,1804,3,11,3006,917,1541,15517,4227,9858
45063:13419,15777,40434,11637,15359,30169,87813,2532,47609,74263
18394:17,3494,1816,4982,8990,16046,93380,35714,18728,104065
27225:650,1276,86,1231,5985,19712,16976,64350,77914,63311
45069:18536,19777,64464,53427,62564,84814,31095,122206,80461,49489
18392:813,147,19056,11604,30301,3067,7974,36711,45562,21460
5271:17,302,654,76,616,58,8,866,59774,57243
5276:193,24981,25974,36752,58142,32280,1623,20963,19929,58966
38679:17,302,654,76,616,58,8,866,84,29
5279:1276,4542,1231,3929,18062,9657,3619,11307,16435,21284
37570:17,302,654,76,616,58,8,866,84,29
45054:45,205,4542,11,1435,917,14174,3589,68238,47550
27250:17,302,654,76,616,58,8,866,84,29
42365:17,302,654,76,616,58,8,866,18294,8699
25749:1065,2748,17990,5693,1176,13896,7627,19339,5526,26220
25118:1276,1804,205,1231,3929,3632,9210,1318,39846,15358
5288:650,3,1220,7869,244,1176,50,29508,30466,41515
26248:262,190,9853,349,58822,94222,96585,72366,52766,88905
45989:17,302,654,76,616,58,8,866,86901,64805
26249:17,302,654,76,616,58,8,866,84,29
30701:205,9210,3613,9657,601,3188,9329,90199,119691,101406
25115:650,1276,1220,4542,1231,7869,7546,45309,10300,5710
38691:17,616,15,483,103,952,16064,5650,41217,19606
26234:17,302,654,76,616,58,2769,13342,35632,25003
25750:2139,8069,5627,465,27094,5554,18897,36041,41657,7340
45998:17,302,654,76,616,58,8,866,84,29
25759:17,302,654,76,616,168,1002,2153,3601,96329
44463:162,103,86,11,7869,3929,4604,12536,15306,101649
5299:1476,1231,2223,6943,2665,9211,11722,15358,27336,1481
25755:17,302,654,76,616,58,8,866,84,29
5294:650,1276,1804,4697,5176,33138,39846,86693,63603,117882
25751:500,3484,1749,3972,3498,26854,1747,88371,111280,107312
26238:17,302,654,76,616,58,8,866,84,29
14095:17,302,654,76,616,58,8,866,84,29
27990:17,302,654,76,616,58,8,866,84,29
14992:162,568,190,1086,1937,4181,5542,365,28036,5709
40149:205,1220,533,4825,3006,3613,9722,114009,112551,49691
14881:6678,10648,7849,15487,40639,68175,45574,70761,120668,59078
24175:17,302,9663,18261,11453,52267,63425,47807,33184,40405
3479:10373,9573,52378,4240,72699,22719,78698,62559,23770,107172
3478:205,1220,4542,3214,244,5176,15487,12886,3576,44128
331:205,7869,5176,3006,9210,45309,1873,32825,102776,98625
7348:1804,375,4816,12632,17934,24945,17072,49467,121827,109117
47011:1405,357,86,7409,8973,31906,65479,102699,62310,101519
3480:708,19755,14234,6329,15359,6833,39423,1601,119110,116257
7356:650,262,901,535,220,2028,10316,152,10020,27420
19343:17,302,654,76,616,58,8,24223,61118,93612
7351:17,302,654,76,616,58,8,866,84,29
24179:901,348,6088,7153,688,9196,1873,1055,42889,72232
34421:205,533,9210,9657,601,3188,14031,90199,119691,101406
10710:1069,205,12776,2734,3613,4721,43310,51317,86963,123184
33346:17,17,58,650,6,486,2030,146,10859,43133
14883:17,302,654,76,616,58,8,866,84,29
47909:616,650,81,162,7901,10491,3619,13313,97219,107824
40905:17,302,654,76,616,58,8,866,84,29
12852:17,302,654,76,616,58,8,866,84,29
40924:17,17,302,654,76,616,58,31694,12130,3489
8406:650,1276,1069,4542,6678,10648,22159,46728,88827,48638
24185:650,1276,205,1693,1220,4542,7869,2655,8716,33685
24184:1276,4825,3619,18400,3097,14423,19149,30230,62580,16411
345:17,302,654,76,616,11841,42061,1754,337,100590
19355:17,302,654,76,616,58,8,866,84,29
7346:190,714,13312,50550,69173,75173,12631,16962,93162,115191
33352:3929,12776,43310,15487,28362,26749,22518,14615,28294,116396
19354:138,238,358,726,2934,3589,37949,85801,12330,115818
3490:650,1276,1220,7869,6862,6700,11307,11293,15306,24670
33355:16596,17427,28879,120482,24366,17590,121330,11936,21822,49458
19357:17,2405,24246,84430,31295,46724,58982,13926,19000,30455
7340:1451,1326,9678,29972,7085,70959,74865,48560,71652,58808
19356:17,377,59903,24243,78395,40529,4731,63060,30606,111200
12860:4542,86,3929,18062,9722,7849,29508,66532,42096,102110
8413:650,1804,205,4181,1133,1231,14423,44051,52208,82394
14874:205,4542,244,12776,917,8700,51317,26883,86963,123184
47913:533,14653,10173,36623,23843,88604,67603,61502,74717,25321
8411:17,302,654,76,616,58,8,866,84,29
14879:4542,1131,1205,5176,12776,13378,15424,11843,55889,30769
10726:17,302,654,76,616,58,22435,177,11497,103120
40129:17,302,654,76,616,58,8,866,84,29
7326:650,205,1693,2223,3613,11355,65515,81490,41162,82901
40120:17,302,654,76,616,58,8,866,84,29
27180:1832,5708,6732,7917,3971,25015,55363,15311,28637,122822
40123:205,1131,1065,2880,3107,14003,3588,4466,10138,97753
19328:17,302,654,76,616,58,8,866,84,29
24155:81,1435,8667,9621,19377,15386,33017,20862,4588,30055
24157:17,302,654,76,616,58,8,866,84,29
24158:3054,3126,85297,57974,21207,77570,25822,57239,88507,33152
19320:24394,23735,38981,15359,70748,79324,41042,15634,82955,108388
34403:17,302,654,76,616,58,8,866,84,29
46872:17,302,654,76,25461,16236,12651,86855,5166,6406
33364:103,1832,4697,1065,4604,2293,1165,14328,5142,61187
52221:17,302,654,76,616,58,8,866,84,29
20655:650,4697,535,4825,9657,14174,3589,28729,86619,58029
40926:17,302,654,76,616,58,8,866,84,29
51293:650,1276,1069,205,1693,1231,288,244,3190,57488
51297:1069,924,16965,38522,118377,113932,110811,94297,41540,26388
52229:17,302,654,76,616,58,8,866,84,29
40115:17,302,654,76,110443,62691,31984,37321,86554,97359
14087:17,302,654,76,616,58,8,866,84,29
14088:650,162,1276,4181,11,2293,16084,55516,20566,84281
27195:17,302,654,76,616,58,8,866,84,29
328:205,533,9210,9657,601,3188,14031,90199,119691,101406
14084:650,1276,3,1693,1220,2655,3613,4357,35430,33334
24162:17,302,654,76,616,58,8,866,84,29
27191:901,1804,1086,11,4724,42693,30463,92351,79787,82393
33373:45,1804,1435,12776,7849,51962,88967,72300,46030,55855
33374:17,302,654,76,429,2345,54167,53066,96177,87949
12885:650,1231,3214,12776,7428,9349,11355,24498,18020,7705
8435:17,302,654,76,616,58,8,866,84,29
10747:17,302,654,76,616,58,8,866,84,29
5129:1276,7869,3929,9657,9505,845,671,51478,42557,71364
40189:1276,205,1220,4542,6700,32825,55516,20566,98766,71103
19308:17,76,354,226,301,361,698,190,5575,3471
19307:2139,199,1730,2024,12022,890,10660,96922,10093,76670
19309:84,81,1102,138,301,361,94,431,2233,113847
16235:17,302,654,76,616,58,8,866,84,29
13392:17,302,654,76,616,58,8,866,84,29
16234:5176,2028,135,9657,6678,11671,83261,13012,110195,107789
16233:20624,23688,44069,8064,58494,23019,84672,65271,114483,41831
16231:650,535,6379,9657,3937,3378,9237,2080,114009,64435
40952:17,302,654,76,616,58,8,51289,76335,57175
27166:17,302,654,76,616,58,8,866,84,29
12892:4816,560,8187,41442,17932,67367,81732,65448,52945,27914
10758:45,1804,1435,12776,7849,51962,88967,72300,46030,55855
16238:17,302,654,76,616,58,8,866,84,29
12898:17,302,654,6284,34020,6679,43740,47099,88144,51288
27958:17,302,654,76,616,58,8,866,1175,12617
9593:205,4542,535,2068,6379,7546,3619,23532,23423,91060
34468:17,302,654,76,616,58,8,866,84,29
46895:17,302,654,76,616,58,8,866,84,29
9590:533,3929,9210,7849,15487,28362,3188,29979,25518,68366
23895:17,302,654,76,616,58,8,866,84,29
19304:17,302,654,76,616,58,8,866,84,29
7397:205,3929,7849,13296,7428,5710,30191,40956,45859,26457
52284:17,302,654,76,616,58,8,866,84,29
40960:17,302,654,76,616,58,5565,72617,89139,68379
5119:17,302,654,76,616,58,8,866,84,29
27172:1690,1451,1326,3429,12706,30029,1316,12078,2796,3910
13380:17,302,654,76,616,58,26064,90420,32752,15089
27173:650,1276,1476,205,4813,11524,13378,34752,15821,15934
8449:119,1764,2068,2880,4825,1007,144,4362,28096,36427
7383:103,3589,9968,12797,56133,72629,26974,16425,97685,113601
27940:45,1276,375,10600,29508,11234,105919,103088,97357,56047
13387:2194,752,1007,7457,12508,15097,870,87381,621,87802
33316:205,533,9210,9657,601,3188,14031,90199,119691,101406
8450:18803,1711,8702,46266,71317,29837,1686,45031,73853,37804
9580:17,4072,47701,55593,82973,56790,47925,69084,40089,45624
20685:1276,4542,7869,2499,6862,8012,61647,77914,90510,112936
20684:650,1276,3,1220,244,3006,45309,19830,24670,51709
5120:6943,10595,6690,46415,1015,82095,24917,43598,25615,77863
1601:1102,12445,10479,14944,5112,6590,55521,66387,122510,61040
1602:4542,348,7869,288,2068,1435,812,6175,86963,82574
40163:650,1131,5176,9505,20442,8455,59109,68851,36997,71322
5108:45,1804,348,6943,5812,21469,18463,76092,18108,98900
5107:361,262,358,19723,60365,23439,16865,35469,3678,78629
53391:262,103,1086,2733,4181,2901,855,55364,32490,93409
24199:119,2140,124,12776,8587,7333,27255,28858,96542,89502
16217:1069,535,135,7146,9657,65515,4046,80565,117921,41824
10779:17,302,654,76,616,58,8,866,84,29
27148:17,17,302,654,76,58,70,749,26904,36428
23872:17,302,654,76,508,21580,39490,115865,116629,79151
10770:103,7468,5512,9435,14174,8075,31368,68931,42232,75556
20697:289,1326,2429,984,4374,8860,135,14227,35541,56664
40158:650,1276,9210,5702,12632,15487,11293,9349,17934,14767
8476:568,953,11,2073,7059,14047,30730,13776,78124,71987
32205:262,205,3190,14508,52680,36807,37592,52872,71998,111223
8477:650,205,1693,4181,1131,3214,10454,12958,33750,89791
34433:17,302,654,76,616,58,8,866,84,29
23865:17,302,654,76,616,58,8,866,84,29
7367:931,9877,13360,27192,85530,88136,114101,4812,87359,113879
7366:199,1208,2880,6397,6434,18756,2293,9101,2519,43641
21763:654,616,58,568,1382,2512,345,21055,9215,100625
10794:650,45,1804,7869,917,12632,29552,72035,40496,94408
35558:17,302,669,8322,16965,13077,30815,4409,16035,65063
22324:17,302,654,76,616,58,8,866,84,29
39469:17,302,654,76,616,58,8,866,84,29
22326:17,302,654,76,2547,18045,48271,23913,113412,21718
32215:1987,2028,12536,24156,92471,50923,118299,3991,101529,111806
50696:17,302,654,76,616,58,8,866,84,29
24468:190,311,3867,6379,2110,2833,4466,35784,7464,69058
50188:616,301,2140,3304,3429,7599,7643,12971,56934,71626
50692:101824,115444,76078,78713,122035,52179,20191,109684,82342,43863
50695:17,302,654,76,616,58,8,866,84,29
50184:650,205,348,11,1231,359,2028,16845,41162,78127
9553:873,1205,2579,2254,7240,47643,3901,122169,111574,108638
4926:220,924,3006,4357,9722,56243,45263,29981,56926,49534
1629:205,1693,1220,86,140,2734,3613,1649,25173,45214
13353:1069,3929,3214,3006,5812,15487,12958,18639,23326,27416
8491:650,45,1804,4697,348,1231,14174,10673,42693,106165
21774:17,302,654,76,616,58,8,866,84,29
47994:17,302,654,76,616,58,8,866,84,29
4031:17,302,654,76,616,58,8,866,84,29
47993:81,301,363,1790,2121,803,13091,114098,943,32431
6298:86,3929,18062,7849,43310,29508,33094,38915,66532,60466
4035:205,4542,4825,3929,9210,7849,18613,65515,17596,113616
8499:1460,86,1545,3613,6678,4057,11677,14031,32825,44909
6292:535,6379,2028,135,5319,43310,13378,15821,59109,30359
6290:3001,2743,9905,6268,39400,2232,85647,90956,114953,55730
9541:17,302,654,76,616,58,8,866,84,29
23847:17,302,654,76,616,58,8,866,84,29
9538:650,3,11,342,2366,2734,784,26344,3997,3175
24100:650,205,1220,4542,1205,220,1176,17424,14431,32170
4028:17,302,654,76,81,986,3423,1749,22597,8667
47991:17,302,654,76,616,58,8,866,84,29
47992:17,302,654,76,616,58,8,866,84,29
4934:262,2880,6379,5111,27291,12637,22266,110275,106092,86110
4935:17,302,654,76,616,58,8,866,16688,105991
9570:17,302,654,76,616,58,8,866,84,29
21787:45,1276,4181,11,1231,2316,8700,29552,56475,97632
22304:86,1205,7869,4825,10316,812,26749,10057,75616,59849
9571:238,1131,2944,1435,3107,14328,19458,45920,101125,102925
9573:10048,14890,538,18975,24885,1992,22803,78440,15807,38454
9576:17,302,654,76,616,58,8,866,84,29
50167:205,533,9210,9657,601,3188,14031,90199,119691,101406
50671:45,1276,1804,205,2223,5176,9621,64951,68718,83643
13377:650,244,14026,3937,1176,23532,38039,15629,18954,83232
6283:17,302,654,76,616,58,8,866,650,1220
13375:17,302,654,76,616,58,8,866,84,29
4949:650,535,27291,32573,51962,87341,40956,16491,114378,50424
3419:45,1276,1832,205,5176,1806,10884,64951,68718,83643
24440:17,302,654,76,616,58,8,866,84,27310
4946:17,302,654,76,616,58,8,866,84,29
3416:238,2068,2880,4825,7546,10138,41982,61108,100070,53383
4944:6545,7048,3309,4357,7642,3755,24790,52041,72341,72148
3413:1276,1476,11,375,9210,6700,15228,13378,22518,20154
3412:16258,6921,12039,129,28894,62680,86514,88968,28790,71593
3411:650,4697,375,7048,13312,6546,19791,22805,16390,36807
1642:650,4542,86,3929,3971,79409,46768,40318,55855,76781
21794:1693,140,244,2554,43310,28362,26749,22518,14615,28294
12807:17,302,654,76,616,58,8,866,84,29
6274:17,302,654,76,616,58,8,866,84,29
3431:17,302,76,2139,1730,683,18459,34500,3225,88768
53342:17,302,654,76,616,58,8,866,84,29
12804:17,302,654,76,616,58,8,866,84,29
32242:1804,220,3632,10316,763,23423,66532,4794,29815,23986
21796:17,302,654,76,616,58,8,866,84,29
35525:650,1276,1220,2223,50477,21275,72691,70799,100385,111423
39458:1276,3613,3232,17934,32825,16976,80417,37494,101303,100385
40190:17,302,654,76,616,58,8,866,84,29
23828:2275,10041,1712,3172,2704,3786,23884,3140,4459,33562
13367:17,302,654,76,616,58,8,15064,36825,109548
23827:81,262,5767,8511,16286,15380,15139,17713,6521,5935
6271:616,8,84,15,273,1089,1476,3223,2185,19370
